"","Country","City / Region","Name","System","Operator","Launched","Discontinued"
"758","United States","Jersey City, New Jersey[353]","Citi Bike","8D","Motivate","September 2015",""
"759","United States","Kailua, Hawaii[354][355]","Hawaii B-cycle","3 Gen. B-Cycle","","2011",""
"760","United States","Kansas City, Missouri[356]","Kansas City B-cycle","3 Gen. B-Cycle","","2012",""
"761","United States","Kona District, Hawaii","","PBSC","","2016",""
"762","United States","Lansing, Michigan","Capital Community Bikeshare","A2B Bikeshare","","2014",""
"763","United States","Lincoln, Nebraska[357]","BikeLNK","3 Gen. B-Cycle","","2018",""
"764","United States","Los Angeles","Metro Bike Share","3 Gen. B-Cycle","","7 July 2016",""
"765","United States","Madison, Wisconsin[358]","Madison B-Cycle","3 Gen. B-Cycle","","2011",""
"766","United States","Meridian, Colorado","M-Bike","Zagster","","15 March 2010",""
"767","United States","Miami Beach, Florida[359]","Decobike","SandVault","","2011",""
"768","United States","Milwaukee[360][361]","Bublr Bikes","3 Gen. B-Cycle","","2014",""
"769","United States","Minneapolis–Saint Paul[362][363]","Nice Ride Minnesota","PBSC & 8D","","2010","13 November 2022[364]"
"770","United States","New York City[365][366][367][368][369]","Citi Bike","PBSC & 8D","Motivate","27 May 2013",""
"771","United States","Oklahoma City[370]","Spokies","Spokies","","2012",""
"772","United States","Omaha, Nebraska[371]","Omaha B-Cycle","3 Gen. B-Cycle","","2011",""
"773","United States","Philadelphia[372][373]","Indego","3 Gen. B-Cycle (incl. some e-bikes","","23 April 2015",""
"774","United States","Phoenix, Arizona","Grid Bike Share","3 Gen. CycleHop and Social Bicycles","","25 November 2014",""
"775","United States","Pittsburgh","POGOH","PBSC","","2022",""
"776","United States","Portland, Oregon","Biketown","","","19 July 2016",""
"777","United States","Portland, Oregon","Yellow Bike Project","1 Gen. WhiteBikes","Yellow Bike Project","1994[374]","1997[375]"
"778","United States","Salt Lake City[376]","SLC Bike Share","3 Gen. B-Cycle","","2013",""
"779","United States","San Antonio[377]","San Antonio B-Cycle","3 Gen. B-Cycle","","2011",""
"780","United States","San Diego[378]","DecoBike","DecoBike","JCDecaux","February 2015",""
"781","United States","San Francisco Bay Area","Bay Wheels","8D","Motivate","June 2017",""
"782","United States","Santa Monica, California[379]","Breeze Bike Share","3 Gen. CycleHop and Social Bicycles","","13 August 2015",""
"783","United States","Savannah, Georgia[380]","CAT Bike","3 Gen. B-Cycle","","24 January 2014",""
"784","United States","Seattle[381]","Pronto Cycle Share","8D","Motivate","13 October 2014","31 March 2017"
"785","United States","Spartanburg, South Carolina[382]","Spartanburg B-Cycle","3 Gen. B-Cycle","","2011",""
"786","United States","St. Paul","Yellow Bike Project","1 Gen. w/ BikeCard","volunteers and city council","1997",""
"787","United States","Springfield, Massachusetts and Pioneer Valley","ValleyBike Share","","Begwegen Technologies[383]","June 28, 2018[384]",""
"788","United States","Tampa, Florida[385]","Coast Bike Share","3 Gen. CycleHop and Social Bicycles","","7 December 2014",""
"789","United States","Washington metropolitan area[386]","Capital Bikeshare","PBSC & 8D","Motivate","2010",""
